Time(s),Current(A)
2.397510449,4.04E-10
2.400981748,4.05E-10
2.404456396,4.04E-10
2.407934395,4.05E-10
2.411415746,4.04E-10
2.41490045,4.05E-10
2.418388511,4.04E-10
2.421879928,4.05E-10
2.425374704,4.04E-10
2.428872841,4.05E-10
2.43237434,4.04E-10
2.435879202,4.05E-10
2.439387429,4.04E-10
2.442899023,4.05E-10
2.446413986,4.04E-10
2.449932319,4.05E-10
2.453454023,4.04E-10
2.456979101,4.05E-10
2.460507553,4.04E-10
2.464039382,4.05E-10
2.467574589,4.04E-10
2.471113176,4.05E-10
2.474655144,4.04E-10
2.478200496,4.05E-10
2.481749231,4.04E-10
2.485301353,4.05E-10
2.488856863,4.04E-10
2.492415762,4.05E-10
2.495978053,4.04E-10
2.499543736,4.05E-10
2.500001,4.04E-10
2.500001001,-3.48E-06
2.500002001,-1.25E-04
2.500002002,-1.22E-04
2.500002039,-6.16E-05
2.500002095,-2.51E-05
2.500002207,4.59E-06
2.500002431,-2.23E-06
2.50000274,1.34E-06
2.500003359,-1.04E-06
2.500004595,9.16E-07
2.500007067,-8.61E-07
2.500012012,8.34E-07
2.500021902,-8.21E-07
2.500041682,8.15E-07
2.500081242,-8.11E-07
2.500160362,8.10E-07
2.500318601,-8.09E-07
2.50063508,8.09E-07
2.501268038,-8.08E-07
2.502533954,8.08E-07
2.505065786,-8.08E-07
2.508605682,8.08E-07
2.51214891,-8.08E-07
2.515695473,8.08E-07
2.519245373,-8.08E-07
2.52279861,8.08E-07
2.526355187,-8.08E-07
2.529915105,8.08E-07
2.533478366,-8.08E-07
2.537044971,8.08E-07
2.540614922,-8.08E-07
2.54418822,8.08E-07
2.547764867,-8.08E-07
2.551344864,8.08E-07
2.554928214,-8.08E-07
2.558514917,8.08E-07
2.562104975,-8.08E-07
2.56569839,8.08E-07
2.569295164,-8.08E-07
2.572895297,8.08E-07
2.576498792,-8.08E-07
2.58010565,8.08E-07
2.583715872,-8.08E-07
2.587329461,8.08E-07
2.590946417,-8.07E-07
2.594566743,8.07E-07
2.598190439,-8.07E-07
2.601817508,8.07E-07
2.605447951,-8.07E-07
2.60908177,8.07E-07
2.612718966,-8.07E-07
2.61635954,8.07E-07
2.620003495,-8.07E-07
2.623650832,8.07E-07
2.627301552,-8.07E-07
2.630955657,8.07E-07
2.634613149,-8.07E-07
2.638274028,8.07E-07
2.641938298,-8.07E-07
2.645605959,8.07E-07
2.649277012,-8.07E-07
2.65295146,8.07E-07
2.656629304,-8.07E-07
2.660310546,8.07E-07
2.663995186,-8.07E-07
2.667683228,8.07E-07
2.671374671,-8.07E-07
2.675069519,8.07E-07
2.678767771,-8.07E-07
2.682469431,8.07E-07
2.6861745,-8.07E-07
2.689882978,8.07E-07
2.693594868,-8.07E-07
2.697310171,8.06E-07
2.701028889,-8.06E-07
2.704751024,8.06E-07
2.708476576,-8.06E-07
2.712205548,8.06E-07
2.715937941,-8.06E-07
2.719673756,8.06E-07
2.723412996,-8.06E-07
2.727155662,8.06E-07
2.730901755,-8.06E-07
2.734651277,8.06E-07
2.738404229,-8.06E-07
2.742160613,8.06E-07
2.745920431,-8.06E-07
2.749683685,8.06E-07
2.753450375,-8.06E-07
2.757220503,8.06E-07
2.760994071,-8.06E-07
2.764771081,8.06E-07
2.768551534,-8.06E-07
2.772335431,8.06E-07
2.776122774,-8.06E-07
2.779913566,8.06E-07
2.783707806,-8.06E-07
2.787505498,8.06E-07
2.791306641,-8.06E-07
2.795111239,8.06E-07
2.798919293,-8.06E-07
2.802730803,8.06E-07
2.806545773,-8.06E-07
2.810364202,8.05E-07
2.814186094,-8.05E-07
2.818011449,8.05E-07
2.821840269,-8.05E-07
2.825672555,8.05E-07
2.82950831,-8.05E-07
2.833347534,8.05E-07
2.83719023,-8.05E-07
2.841036398,8.05E-07
2.844886041,-8.05E-07
2.84873916,8.05E-07
2.852595756,-8.05E-07
2.856455831,8.05E-07
2.860319387,-8.05E-07
2.864186426,8.05E-07
2.868056948,-8.05E-07
2.871930956,8.05E-07
2.87580845,-8.05E-07
2.879689433,8.05E-07
2.883573906,-8.05E-07
2.887461871,8.05E-07
2.891353329,-8.05E-07
2.895248282,8.05E-07
2.899146731,-8.05E-07
2.903048678,8.05E-07
2.906954125,-8.05E-07
2.910863073,8.05E-07
2.914775523,-8.05E-07
2.918691478,8.05E-07
2.922610938,-8.05E-07
2.926533906,8.05E-07
2.930460382,-8.04E-07
2.93439037,8.04E-07
2.938323869,-8.04E-07
2.942260881,8.04E-07
2.946201409,-8.04E-07
2.950145454,8.04E-07
2.954093017,-8.04E-07
2.9580441,8.04E-07
2.961998705,-8.04E-07
2.965956832,8.04E-07
2.969918484,-8.04E-07
2.973883662,8.04E-07
2.977852368,-8.04E-07
2.981824604,8.04E-07
2.98580037,-8.04E-07
2.989779668,8.04E-07
2.993762501,-8.04E-07
2.997748869,8.04E-07
3,-8.04E-07
3.000000001,2.71E-06
3.000001,1.26E-04
3.000001001,1.23E-04
3.003986831,1.31E-09
3.00455786,4.05E-10
3.005027765,4.04E-10
3.005967575,4.05E-10
3.007847195,4.04E-10
3.010450652,4.05E-10
3.013362218,4.04E-10
3.016730293,4.05E-10
3.020724199,4.04E-10
3.024721629,4.05E-10
3.028722583,4.04E-10
3.032727065,4.05E-10
3.036735074,4.04E-10
3.040746613,4.05E-10
3.044761683,4.04E-10
3.048780287,4.05E-10
3.052802424,4.04E-10
3.056828098,4.05E-10
3.060857309,4.04E-10
3.064890059,4.05E-10
3.068926349,4.04E-10
3.072966182,4.05E-10
3.077009559,4.04E-10
3.081056481,4.05E-10
3.085106949,4.04E-10
3.089160966,4.05E-10
3.093218533,4.04E-10
3.097279652,4.05E-10
3.101344323,4.04E-10
3.105412549,4.05E-10
3.109484331,4.04E-10
3.113559671,4.05E-10
3.11763857,4.04E-10
3.12172103,4.05E-10
3.125807053,4.04E-10
3.129896639,4.05E-10
3.13398979,4.04E-10
3.138086509,4.05E-10
3.142186796,4.04E-10
3.146290654,4.05E-10
3.150398083,4.04E-10
3.154509085,4.05E-10
3.158623662,4.04E-10
3.162741816,4.05E-10
3.166863547,4.04E-10
3.170988858,4.05E-10
3.175117749,4.04E-10
3.179250224,4.05E-10
3.183386282,4.04E-10
3.187525926,4.05E-10
3.191669157,4.04E-10
3.195815977,4.05E-10
3.199966388,4.04E-10
3.20412039,4.05E-10
3.208277986,4.04E-10
3.212439176,4.05E-10
3.216603963,4.04E-10
3.220772349,4.05E-10
3.224944334,4.04E-10
3.22911992,4.05E-10
3.233299109,4.04E-10
3.237481902,4.05E-10
3.241668301,4.04E-10
3.245858307,4.05E-10
3.250051923,4.04E-10
3.254249148,4.05E-10
3.258449986,4.04E-10
3.262654438,4.05E-10
3.266862505,4.04E-10
3.271074188,4.05E-10
3.27528949,4.04E-10
3.279508412,4.05E-10
3.283730955,4.04E-10
3.287957121,4.05E-10
3.292186911,4.04E-10
3.296420328,4.05E-10
3.300657372,4.04E-10
3.304898045,4.05E-10
3.309142349,4.04E-10
3.313390285,4.05E-10
3.317641855,4.04E-10
3.321897061,4.05E-10
3.326155903,4.04E-10
3.330418384,4.05E-10
3.334684505,4.04E-10
3.338954268,4.05E-10
3.343227673,4.04E-10
3.347504724,4.05E-10
3.35178542,4.04E-10
3.356069764,4.05E-10
3.360357758,4.04E-10
3.364649403,4.05E-10
3.3689447,4.04E-10
3.373243651,4.05E-10
3.377546258,4.04E-10
3.381852522,4.05E-10
3.386162444,4.04E-10
3.390476027,4.05E-10
3.394793271,4.04E-10
3.399114179,4.05E-10
3.403438752,4.04E-10
3.407766991,4.05E-10
3.412098898,4.04E-10
3.416434475,4.05E-10
3.420773723,4.04E-10
3.425116643,4.05E-10
3.429463238,4.04E-10
3.433813509,4.05E-10
3.438167457,4.04E-10
3.442525083,4.05E-10
3.44688639,4.04E-10
3.451251379,4.05E-10
3.455620052,4.04E-10
3.45999241,4.05E-10
3.464368454,4.04E-10
3.468748187,4.05E-10
3.473131609,4.04E-10
3.477518723,4.05E-10
3.481909529,4.04E-10
3.48630403,4.05E-10
3.490702227,4.04E-10
3.495104121,4.05E-10
3.499509715,4.04E-10
3.500001,4.05E-10
3.500001001,-3.48E-06
3.500002,-1.25E-04
3.500002001,-1.22E-04
3.500002039,-6.17E-05
3.500002095,-2.52E-05
3.500002207,4.59E-06
3.50000243,-2.23E-06
3.500002739,1.34E-06
3.500003357,-1.04E-06
3.500004592,9.15E-07
3.500007062,-8.60E-07
3.500012002,8.33E-07
3.500021883,-8.20E-07
3.500041645,8.14E-07
3.500081168,-8.11E-07
3.500160215,8.09E-07
3.500318308,-8.08E-07
3.500634495,8.08E-07
3.501266869,-8.08E-07
3.502531616,8.08E-07
3.505061111,-8.08E-07
3.509436967,8.08E-07
3.513816464,-8.08E-07
3.518199603,8.08E-07
3.522586386,-8.07E-07
3.526976813,8.07E-07
3.531370888,-8.07E-07
3.53576861,8.07E-07
3.540169981,-8.07E-07
3.544575004,8.07E-07
3.54898368,-8.07E-07
3.553396009,8.07E-07
3.557811994,-8.07E-07
3.562231636,8.07E-07
3.566654937,-8.07E-07
3.571081898,8.07E-07
3.575512521,-8.07E-07
3.579946807,8.07E-07
3.584384757,-8.07E-07
3.588826374,8.07E-07
3.593271659,-8.07E-07
3.597720613,8.07E-07
3.602173237,-8.07E-07
3.606629534,8.07E-07
3.611089504,-8.07E-07
3.61555315,8.07E-07
3.620020473,-8.07E-07
3.624491474,8.07E-07
3.628966155,-8.07E-07
3.633444517,8.07E-07
3.637926562,-8.07E-07
3.642412291,8.07E-07
3.646901707,-8.07E-07
3.65139481,8.07E-07
3.655891601,-8.07E-07
3.660392083,8.07E-07
3.664896257,-8.07E-07
3.669404125,8.07E-07
3.673915687,-8.07E-07
3.678430946,8.06E-07
3.682949903,-8.06E-07
3.687472559,8.06E-07
3.691998917,-8.06E-07
3.696528977,8.06E-07
3.701062741,-8.06E-07
3.705600211,8.06E-07
3.710141387,-8.06E-07
3.714686273,8.06E-07
3.719234868,-8.06E-07
3.723787175,8.06E-07
3.728343195,-8.06E-07
3.73290293,8.06E-07
3.737466381,-8.06E-07
3.74203355,8.06E-07
3.746604438,-8.06E-07
3.751179046,8.06E-07
3.755757377,-8.06E-07
3.760339432,8.06E-07
3.764925212,-8.06E-07
3.769514718,8.06E-07
3.774107953,-8.06E-07
3.778704918,8.06E-07
3.783305614,-8.06E-07
3.787910042,8.06E-07
3.792518205,-8.06E-07
3.797130104,8.06E-07
3.801745741,-8.06E-07
3.806365116,8.06E-07
3.810988231,-8.06E-07
3.815615089,8.06E-07
3.820245689,-8.06E-07
3.824880035,8.06E-07
3.829518127,-8.06E-07
3.834159968,8.06E-07
3.838805557,-8.06E-07
3.843454898,8.06E-07
3.848107991,-8.05E-07
3.852764838,8.05E-07
3.857425441,-8.05E-07
3.8620898,8.05E-07
3.866757919,-8.05E-07
3.871429797,8.05E-07
3.876105437,-8.05E-07
3.88078484,8.05E-07
3.885468007,-8.05E-07
3.890154941,8.05E-07
3.894845642,-8.05E-07
3.899540113,8.05E-07
3.904238354,-8.05E-07
3.908940367,8.05E-07
3.913646154,-8.05E-07
3.918355716,8.05E-07
3.923069055,-8.05E-07
3.927786172,8.05E-07
3.932507069,-8.05E-07
3.937231747,8.05E-07
3.941960208,-8.05E-07
3.946692453,8.05E-07
3.951428484,-8.05E-07
3.956168302,8.05E-07
3.960911909,-8.05E-07
3.965659307,8.05E-07
3.970410496,-8.05E-07
3.975165479,8.05E-07
3.979924256,-8.05E-07
3.98468683,8.05E-07
3.989453202,-8.05E-07
3.994223373,8.05E-07
3.998997345,-8.05E-07
4,8.05E-07
4.000000001,4.28E-06
4.000001,1.26E-04
4.000001001,1.23E-04
4.002006311,2.20E-09
4.002217597,4.05E-10
4.002460612,4.04E-10
4.002946641,4.05E-10
4.0039187,4.04E-10
4.005495469,4.05E-10
4.007352825,4.04E-10
4.009522004,4.05E-10
4.01219663,4.04E-10
4.015467806,4.05E-10
4.01935956,4.04E-10
4.023928882,4.05E-10
4.028706004,4.04E-10
4.033486905,4.05E-10
4.038271587,4.04E-10
4.043060052,4.05E-10
4.0478523,4.04E-10
4.052648333,4.05E-10
4.057448154,4.04E-10
4.062251762,4.05E-10
4.067059161,4.04E-10
4.071870351,4.05E-10
4.076685333,4.04E-10
4.08150411,4.05E-10
4.086326683,4.04E-10
4.091153053,4.05E-10
4.095983222,4.04E-10
4.100817191,4.05E-10
4.105654962,4.04E-10
4.110496537,4.05E-10
4.115341916,4.04E-10
4.120191101,4.05E-10
4.125044094,4.04E-10
4.129900896,4.05E-10
4.134761509,4.04E-10
4.139625935,4.05E-10
4.144494174,4.04E-10
4.149366228,4.05E-10
4.154242099,4.04E-10
4.159121788,4.05E-10
4.164005297,4.04E-10
4.168892627,4.05E-10
4.17378378,4.04E-10
4.178678757,4.05E-10
4.18357756,4.04E-10
4.18848019,4.05E-10
4.193386649,4.04E-10
4.198296937,4.05E-10
4.203211058,4.04E-10
4.208129012,4.05E-10
4.2130508,4.04E-10
4.217976424,4.05E-10
4.222905887,4.04E-10
4.227839188,4.05E-10
4.23277633,4.04E-10
4.237717314,4.05E-10
4.242662141,4.04E-10
4.247610814,4.05E-10
4.252563334,4.04E-10
4.257519701,4.05E-10
4.262479918,4.04E-10
4.267443987,4.05E-10
4.272411907,4.04E-10
4.277383682,4.05E-10
4.282359313,4.04E-10
4.2873388,4.05E-10
4.292322146,4.04E-10
4.297309353,4.05E-10
4.30230042,4.04E-10
4.307295351,4.05E-10
4.312294147,4.04E-10
4.317296808,4.05E-10
4.322303337,4.04E-10
4.327313735,4.05E-10
4.332328004,4.04E-10
4.337346144,4.05E-10
4.342368158,4.04E-10
4.347394047,4.05E-10
4.352423813,4.04E-10
4.357457456,4.05E-10
4.362494979,4.04E-10
4.367536384,4.05E-10
4.37258167,4.04E-10
4.377630841,4.05E-10
4.382683897,4.04E-10
4.38774084,4.05E-10
4.392801671,4.04E-10
4.397866392,4.05E-10
4.402935005,4.04E-10
4.408007511,4.05E-10
4.413083911,4.04E-10
4.418164207,4.05E-10
4.423248401,4.04E-10
4.428336493,4.05E-10
4.433428486,4.04E-10
4.438524381,4.05E-10
4.443624179,4.04E-10
4.448727882,4.05E-10
4.453835492,4.04E-10
4.458947009,4.05E-10
4.464062436,4.04E-10
4.469181774,4.05E-10
4.474305024,4.04E-10
4.479432188,4.05E-10
4.484563267,4.04E-10
4.489698263,4.05E-10
4.494837177,4.04E-10
4.499980012,4.05E-10
4.500001,4.04E-10
4.500001001,-3.48E-06
4.500002,-1.25E-04
4.500002001,-1.22E-04
4.500002039,-6.17E-05
4.500002095,-2.52E-05
4.500002207,4.59E-06
4.50000243,-2.23E-06
4.500002739,1.34E-06
4.500003357,-1.04E-06
4.500004592,9.16E-07
4.500007063,-8.60E-07
4.500012004,8.33E-07
4.500021886,-8.20E-07
4.50004165,8.14E-07
4.500081178,-8.11E-07
4.500160233,8.09E-07
4.500318345,-8.08E-07
4.500634569,8.08E-07
4.501267015,-8.08E-07
4.502531909,8.08E-07
4.505061697,-8.08E-07
4.510121272,8.08E-07
4.515234788,-8.08E-07
4.520352168,8.08E-07
4.525473413,-8.08E-07
4.530598524,8.08E-07
4.535727504,-8.08E-07
4.540860353,8.08E-07
4.545997072,-8.07E-07
4.551137665,8.07E-07
4.556282131,-8.07E-07
4.561430472,8.07E-07
4.56658269,-8.07E-07
4.571738787,8.07E-07
4.576898763,-8.07E-07
4.58206262,8.07E-07
4.58723036,-8.07E-07
4.592401984,8.07E-07
4.597577493,-8.07E-07
4.602756889,8.07E-07
4.607940174,-8.07E-07
4.613127349,8.07E-07
4.618318415,-8.07E-07
4.623513374,8.07E-07
4.628712227,-8.07E-07
4.633914976,8.07E-07
4.639121622,-8.07E-07
4.644332166,8.07E-07
4.649546611,-8.07E-07
4.654764958,8.07E-07
4.659987207,-8.07E-07
4.665213361,8.07E-07
4.670443421,-8.07E-07
4.675677388,8.07E-07
4.680915264,-8.07E-07
4.68615705,8.07E-07
4.691402749,-8.07E-07
4.69665236,8.07E-07
4.701905886,-8.07E-07
4.707163328,8.07E-07
4.712424688,-8.07E-07
4.717689967,8.07E-07
4.722959167,-8.07E-07
4.728232288,8.07E-07
4.733509333,-8.07E-07
4.738790303,8.07E-07
4.744075199,-8.07E-07
4.749364024,8.07E-07
4.754656777,-8.07E-07
4.759953461,8.07E-07
4.765254077,-8.06E-07
4.770558627,8.06E-07
4.775867112,-8.06E-07
4.781179534,8.06E-07
4.786495894,-8.06E-07
4.791816193,8.06E-07
4.797140433,-8.06E-07
4.802468616,8.06E-07
4.807800743,-8.06E-07
4.813136814,8.06E-07
4.818476833,-8.06E-07
4.8238208,8.06E-07
4.829168717,-8.06E-07
4.834520584,8.06E-07
4.839876405,-8.06E-07
4.845236179,8.06E-07
4.850599909,-8.06E-07
4.855967597,8.06E-07
4.861339242,-8.06E-07
4.866714848,8.06E-07
4.872094415,-8.06E-07
4.877477944,8.06E-07
4.882865438,-8.06E-07
4.888256898,8.06E-07
4.893652325,-8.06E-07
4.899051721,8.06E-07
4.904455087,-8.06E-07
4.909862424,8.06E-07
4.915273735,-8.06E-07
4.92068902,8.06E-07
4.926108281,-8.06E-07
4.931531519,8.06E-07
4.936958737,-8.06E-07
4.942389934,8.06E-07
4.947825114,-8.06E-07
4.953264277,8.06E-07
4.958707424,-8.06E-07
4.964154558,8.06E-07
4.969605679,-8.06E-07
4.97506079,8.06E-07
4.980519891,-8.06E-07
4.985982984,8.06E-07
4.991450071,-8.06E-07
4.996921152,8.05E-07
5,-8.05E-07
5.000000001,2.70E-06
5.000001001,1.26E-04
5.000001001,1.23E-04
5.005471462,1.06E-09
5.005831997,4.05E-10
5.006241682,4.04E-10
5.007061051,4.05E-10
5.00869979,4.04E-10
5.011589513,4.05E-10
5.014892372,4.04E-10
5.018514022,4.05E-10
5.022807416,4.04E-10
5.027945482,4.05E-10
5.033426527,4.04E-10
5.038911554,4.05E-10
5.044400565,4.04E-10
5.04989356,4.05E-10
5.055390541,4.04E-10
5.06089151,4.05E-10
5.066396468,4.04E-10
5.071905417,4.05E-10
5.077418358,4.04E-10
5.082935292,4.05E-10
5.088456221,4.04E-10
5.093981146,4.05E-10
5.099510069,4.04E-10
5.105042992,4.05E-10
5.110579915,4.04E-10
5.11612084,4.05E-10
5.121665768,4.04E-10
5.127214702,4.05E-10
5.132767642,4.04E-10
5.13832459,4.05E-10
5.143885547,4.04E-10
5.149450516,4.05E-10
5.155019496,4.04E-10
5.16059249,4.05E-10
5.166169499,4.04E-10
5.171750525,4.05E-10
5.177335569,4.04E-10
5.182924632,4.05E-10
5.188517716,4.04E-10
5.194114823,4.05E-10
5.199715953,4.04E-10
5.205321108,4.05E-10
5.210930291,4.04E-10
5.216543501,4.05E-10
5.222160741,4.04E-10
5.227782012,4.05E-10
5.233407315,4.04E-10
5.239036653,4.05E-10
5.244670025,4.04E-10
5.250307435,4.05E-10
5.255948883,4.04E-10
5.26159437,4.05E-10
5.267243899,4.04E-10
5.27289747,4.05E-10
5.278555086,4.04E-10
5.284216746,4.05E-10
5.289882454,4.04E-10
5.29555221,4.05E-10
5.301226016,4.04E-10
5.306903873,4.05E-10
5.312585783,4.04E-10
5.318271747,4.05E-10
5.323961767,4.04E-10
5.329655844,4.05E-10
5.335353979,4.04E-10
5.341056174,4.05E-10
5.346762431,4.04E-10
5.35247275,4.05E-10
5.358187134,4.04E-10
5.363905584,4.05E-10
5.3696281,4.04E-10
5.375354685,4.05E-10
5.381085341,4.04E-10
5.386820068,4.05E-10
5.392558867,4.04E-10
5.398301742,4.05E-10
5.404048692,4.04E-10
5.409799719,4.05E-10
5.415554825,4.04E-10
5.421314011,4.05E-10
5.427077279,4.04E-10
5.43284463,4.05E-10
5.438616066,4.04E-10
5.444391587,4.05E-10
5.450171196,4.04E-10
5.455954894,4.05E-10
5.461742682,4.04E-10
5.467534562,4.05E-10
5.473330535,4.04E-10
5.479130602,4.05E-10
5.484934766,4.04E-10
5.490743028,4.05E-10
5.496555388,4.04E-10
5.500001,4.05E-10
5.500001001,-3.48E-06
5.500002,-1.25E-04
5.500002001,-1.22E-04
5.500002039,-6.17E-05
5.500002095,-2.51E-05
5.500002207,4.59E-06
5.500002431,-2.23E-06
5.500002739,1.34E-06
5.500003357,-1.04E-06
5.500004593,9.16E-07
5.500007063,-8.60E-07
5.500012005,8.33E-07
5.500021888,-8.20E-07
5.500041654,8.14E-07
5.500081187,-8.11E-07
5.500160252,8.09E-07
5.500318382,-8.09E-07
5.500634642,8.08E-07
5.501267162,-8.08E-07
5.502532201,8.08E-07
5.505062281,-8.08E-07
5.51012244,8.08E-07
5.515906333,-8.08E-07
5.521694273,8.08E-07
5.52748626,-8.08E-07
5.533282296,8.08E-07
5.539082382,-8.08E-07
5.54488652,8.08E-07
5.550694711,-8.08E-07
5.556506957,8.08E-07
5.562323259,-8.08E-07
5.568143618,8.08E-07
5.573968036,-8.08E-07
5.579796514,8.07E-07
5.585629054,-8.07E-07
5.591465657,8.07E-07
5.597306325,-8.07E-07
5.603151058,8.07E-07
5.608999859,-8.07E-07
5.614852728,8.07E-07
5.620709668,-8.07E-07
5.626570679,8.07E-07
5.632435763,-8.07E-07
5.638304921,8.07E-07
5.644178156,-8.07E-07
5.650055467,8.07E-07
5.655936857,-8.07E-07
5.661822328,8.07E-07
5.667711879,-8.07E-07
5.673605514,8.07E-07
5.679503233,-8.07E-07
5.685405037,8.07E-07
5.691310929,-8.07E-07
5.697220909,8.07E-07
5.703134979,-8.07E-07
5.709053141,8.07E-07
5.714975395,-8.07E-07
5.720901743,8.07E-07
5.726832188,-8.07E-07
5.732766729,8.07E-07
5.738705368,-8.07E-07
5.744648108,8.07E-07
5.750594948,-8.07E-07
5.756545892,8.07E-07
5.762500939,-8.07E-07
5.768460092,8.07E-07
5.774423352,-8.07E-07
5.78039072,8.07E-07
5.786362198,-8.07E-07
5.792337788,8.07E-07
5.798317489,-8.07E-07
5.804301305,8.07E-07
5.810289236,-8.07E-07
5.816281284,8.07E-07
5.822277451,-8.07E-07
5.828277737,8.07E-07
5.834282144,-8.07E-07
5.840290673,8.07E-07
5.846303326,-8.07E-07
5.852320105,8.07E-07
5.858341011,-8.07E-07
5.864366044,8.06E-07
5.870395207,-8.06E-07
5.876428502,8.06E-07
5.882465928,-8.06E-07
5.888507488,8.06E-07
5.894553184,-8.06E-07
5.900603016,8.06E-07
5.906656987,-8.06E-07
5.912715096,8.06E-07
5.918777347,-8.06E-07
5.92484374,8.06E-07
5.930914276,-8.06E-07
5.936988958,8.06E-07
5.943067786,-8.06E-07
5.949150763,8.06E-07
5.955237888,-8.06E-07
5.961329165,8.06E-07
5.967424593,-8.06E-07
5.973524175,8.06E-07
5.979627913,-8.06E-07
5.985735806,8.06E-07
5.991847858,-8.06E-07
5.997964069,8.06E-07
6,-8.06E-07
6.000000001,2.70E-06
6.000001001,1.26E-04
6.000001001,1.23E-04
6.004072864,1.29E-09
6.00441798,4.05E-10
6.004788486,4.04E-10
6.005529498,4.05E-10
6.007011523,4.04E-10
6.009462711,4.05E-10
6.012272449,4.04E-10
6.015428132,4.05E-10
6.019215081,4.04E-10
6.023762922,4.05E-10
6.029083282,4.04E-10
6.035204179,4.05E-10
6.041329217,4.04E-10
6.047458398,4.05E-10
6.053591723,4.04E-10
6.059729193,4.05E-10
6.065870811,4.04E-10
6.072016577,4.05E-10
6.078166492,4.04E-10
6.084320559,4.05E-10
6.090478778,4.04E-10
6.096641151,4.05E-10
6.10280768,4.04E-10
6.108978365,4.05E-10
6.115153208,4.04E-10
6.121332211,4.05E-10
6.127515375,4.04E-10
6.133702701,4.05E-10
6.139894191,4.04E-10
6.146089846,4.05E-10
6.152289668,4.04E-10
6.158493657,4.05E-10
6.164701816,4.04E-10
6.170914146,4.05E-10
6.177130648,4.04E-10
6.183351323,4.05E-10
6.189576173,4.04E-10
6.1958052,4.05E-10
6.202038405,4.04E-10
6.208275788,4.05E-10
6.214517352,4.04E-10
6.220763098,4.05E-10
6.227013028,4.04E-10
6.233267142,4.05E-10
6.239525442,4.04E-10
6.24578793,4.05E-10
6.252054607,4.04E-10
6.258325474,4.05E-10
6.264600533,4.04E-10
6.270879785,4.05E-10
6.277163232,4.04E-10
6.283450875,4.05E-10
6.289742715,4.04E-10
6.296038753,4.05E-10
6.302338992,4.04E-10
6.308643433,4.05E-10
6.314952076,4.04E-10
6.321264924,4.05E-10
6.327581978,4.04E-10
6.333903238,4.05E-10
6.340228708,4.04E-10
6.346558387,4.05E-10
6.352892277,4.04E-10
6.359230381,4.05E-10
6.365572698,4.04E-10
6.371919231,4.05E-10
6.378269982,4.04E-10
6.38462495,4.05E-10
6.390984138,4.04E-10
6.397347548,4.05E-10
6.403715179,4.04E-10
6.410087035,4.05E-10
6.416463117,4.04E-10
6.422843425,4.05E-10
6.429227961,4.04E-10
6.435616727,4.05E-10
6.442009723,4.04E-10
6.448406953,4.05E-10
6.454808415,4.04E-10
6.461214113,4.05E-10
6.467624048,4.04E-10
6.474038221,4.05E-10
6.480456633,4.04E-10
6.486879285,4.05E-10
6.49330618,4.04E-10
6.499737319,4.05E-10
6.500001,4.04E-10
6.500001001,-3.48E-06
6.500002,-1.25E-04
6.500002001,-1.22E-04
6.500002039,-6.17E-05
6.500002095,-2.51E-05
6.500002207,4.59E-06
6.500002431,-2.23E-06
6.50000274,1.34E-06
6.500003357,-1.04E-06
6.500004593,9.16E-07
6.500007064,-8.60E-07
6.500012006,8.34E-07
6.50002189,-8.21E-07
6.500041659,8.14E-07
6.500081196,-8.11E-07
6.50016027,8.09E-07
6.500318418,-8.09E-07
6.500634715,8.08E-07
6.501267308,-8.08E-07
6.502532493,8.08E-07
6.505062865,-8.08E-07
6.510123608,8.08E-07
6.516520716,-8.08E-07
6.522922014,8.08E-07
6.529327502,-8.08E-07
6.535737182,8.08E-07
6.542151055,-8.08E-07
6.548569124,8.08E-07
6.554991388,-8.08E-07
6.561417851,8.08E-07
6.567848512,-8.08E-07
6.574283373,8.08E-07
6.580722436,-8.08E-07
6.587165702,8.08E-07
6.593613173,-8.08E-07
6.600064849,8.08E-07
6.606520732,-8.08E-07
6.612980824,8.08E-07
6.619445126,-8.08E-07
6.625913639,8.07E-07
6.632386365,-8.07E-07
6.638863305,8.07E-07
6.64534446,-8.07E-07
6.651829832,8.07E-07
6.658319422,-8.07E-07
6.664813232,8.07E-07
6.671311262,-8.07E-07
6.677813515,8.07E-07
6.684319991,-8.07E-07
6.690830693,8.07E-07
6.69734562,-8.07E-07
6.703864776,8.07E-07
6.71038816,-8.07E-07
6.716915775,8.07E-07
6.723447622,-8.07E-07
6.729983702,8.07E-07
6.736524016,-8.07E-07
6.743068567,8.07E-07
6.749617355,-8.07E-07
6.756170381,8.07E-07
6.762727648,-8.07E-07
6.769289156,8.07E-07
6.775854907,-8.07E-07
6.782424902,8.07E-07
6.788999143,-8.07E-07
6.79557763,8.07E-07
6.802160366,-8.07E-07
6.808747351,8.07E-07
6.815338588,-8.07E-07
6.821934077,8.07E-07
6.82853382,-8.07E-07
6.835137818,8.07E-07
6.841746072,-8.07E-07
6.848358584,8.07E-07
6.854975356,-8.07E-07
6.861596388,8.07E-07
6.868221682,-8.07E-07
6.87485124,8.07E-07
6.881485062,-8.07E-07
6.888123151,8.07E-07
6.894765507,-8.07E-07
6.901412132,8.07E-07
6.908063027,-8.07E-07
6.914718193,8.07E-07
6.921377633,-8.07E-07
6.928041347,8.07E-07
6.934709337,-8.07E-07
6.941381604,8.07E-07
6.948058149,-8.07E-07
6.954738974,8.07E-07
6.961424081,-8.07E-07
6.968113469,8.07E-07
6.974807142,-8.06E-07
6.981505101,8.06E-07
