Voltage(V),Current(A)
-9.879252348,-9.88E-07
-9.878506816,-9.88E-07
-9.877758216,-9.88E-07
-9.877006542,-9.88E-07
-9.876251787,-9.88E-07
-9.875493945,-9.88E-07
-9.87473301,-9.87E-07
-9.873968975,-9.87E-07
-9.873201835,-9.87E-07
-9.872431583,-9.87E-07
-9.871658212,-9.87E-07
-9.870881716,-9.87E-07
-9.870102089,-9.87E-07
-9.869319325,-9.87E-07
-9.868533417,-9.87E-07
-9.86774436,-9.87E-07
-9.866952146,-9.87E-07
-9.866156769,-9.87E-07
-9.865358224,-9.87E-07
-9.864556504,-9.86E-07
-9.863751602,-9.86E-07
-9.862943512,-9.86E-07
-9.862132229,-9.86E-07
-9.861317745,-9.86E-07
-9.860500054,-9.86E-07
-9.859679151,-9.86E-07
-9.858855028,-9.86E-07
-9.85802768,-9.86E-07
-9.8571971,-9.86E-07
-9.856363282,-9.86E-07
-9.855526219,-9.86E-07
-9.854685906,-9.85E-07
-9.853842336,-9.85E-07
-9.852995502,-9.85E-07
-9.852145399,-9.85E-07
-9.85129202,-9.85E-07
-9.850435358,-9.85E-07
-9.849575408,-9.85E-07
-9.848712163,-9.85E-07
-9.847845617,-9.85E-07
-9.846975764,-9.85E-07
-9.846102597,-9.85E-07
-9.84522611,-9.85E-07
-9.844346296,-9.84E-07
-9.84346315,-9.84E-07
-9.842576665,-9.84E-07
-9.841686835,-9.84E-07
-9.840793653,-9.84E-07
-9.839897114,-9.84E-07
-9.83899721,-9.84E-07
-9.838093936,-9.84E-07
-9.837187285,-9.84E-07
-9.836277251,-9.84E-07
-9.835363828,-9.84E-07
-9.834447009,-9.83E-07
-9.833526788,-9.83E-07
-9.832603159,-9.83E-07
-9.831676116,-9.83E-07
-9.830745652,-9.83E-07
-9.82981176,-9.83E-07
-9.828874435,-9.83E-07
-9.827933671,-9.83E-07
-9.82698946,-9.83E-07
-9.826041797,-9.83E-07
-9.825090676,-9.83E-07
-9.824136089,-9.82E-07
-9.823178031,-9.82E-07
